NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Converts a 2D array of luminance data to 1 bit data. As above, assume this method is expensive
   * and do not call it repeatedly. This method is intended for decoding 2D barcodes and may or
   * may not apply sharpening. Therefore, a row from this matrix may not be identical to one
   * fetched using getBlackRow(), so don't mix and match between them.
   *
   * @return The 2D array of bits for the image (true means black).
   */",METHOD: com.google.zxing.Binarizer.getBlackMatrix(),com.google.zxing.Binarizer.getBlackMatrix(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Converts one row of luminance data to 1 bit data. May actually do the conversion, or return
   * cached data. Callers should assume this method is expensive and call it as seldom as possible.
   * This method is intended for decoding 1D barcodes and may choose to apply sharpening.
   * For callers which only examine one row of pixels at a time, the same BitArray should be reused
   * and passed in with each call for performance. However it is legal to keep more than one row
   * at a time if needed.
   *
   * @param y The row to fetch, which must be in [0, bitmap height)
   * @param row An optional preallocated array. If null or too small, it will be ignored.
   *            If used, the Binarizer will call BitArray.clear(). Always use the returned object.
   * @return The array of bits for this row (true means black).
   */","METHOD: com.google.zxing.Binarizer.getBlackRow(int,BitArray)","com.google.zxing.Binarizer.getBlackRow(int,BitArray)",NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * The symbol image
   */",METHOD: com.google.zxing.aztec.encoder.AztecCode.getMatrix(),com.google.zxing.aztec.encoder.AztecCode.getMatrix(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Compact or full symbol indicator
   */",METHOD: com.google.zxing.aztec.encoder.AztecCode.isCompact(),com.google.zxing.aztec.encoder.AztecCode.isCompact(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Size in pixels (width and height)
   */",METHOD: com.google.zxing.aztec.encoder.AztecCode.getSize(),com.google.zxing.aztec.encoder.AztecCode.getSize(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Number of data codewords
   */",METHOD: com.google.zxing.aztec.encoder.AztecCode.getCodeWords(),com.google.zxing.aztec.encoder.AztecCode.getCodeWords(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Number of levels
   */",METHOD: com.google.zxing.aztec.encoder.AztecCode.getLayers(),com.google.zxing.aztec.encoder.AztecCode.getLayers(),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Locates and decodes a barcode in some format within an image. This method also accepts
   * hints, each possibly associated to some data, which may help the implementation decode.
   *
   * @param image image of barcode to decode
   * @param hints passed as a {@link java.util.Map} from {@link com.google.zxing.DecodeHintType}
   * to arbitrary data. The
   * meaning of the data depends upon the hint type. The implementation may or may not do
   * anything with these hints.
   * @return String which the barcode encodes
   * @throws NotFoundException if the barcode cannot be located or decoded for any reason
   */","METHOD: com.google.zxing.Reader.decode(BinaryBitmap,Map<DecodeHintType, ?>)","com.google.zxing.Reader.decode(BinaryBitmap,Map<DecodeHintType, ?>)",NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Locates and decodes a barcode in some format within an image.
   *
   * @param image image of barcode to decode
   * @return String which the barcode encodes
   * @throws NotFoundException if the barcode cannot be located or decoded for any reason
   */",METHOD: com.google.zxing.Reader.decode(BinaryBitmap),com.google.zxing.Reader.decode(BinaryBitmap),NONE
13,c2b73842867f8a97ee49f151df1c1c78785d6a09,DOC_UPDATE,"JAVADOC: /**
   * Appends the least-significant bits, from value, in order from most-significant to
   * least-significant. For example, appending 6 bits from 0x000001E will append the bits
   * 0, 1, 1, 1, 1, 0 in that order.
   */","METHOD: com.google.zxing.common.BitArray.appendBits(int,int)","com.google.zxing.common.BitArray.appendBits(int,int)",NONE
