INSERTION,DELETION,SUM,SUBTRACT
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,3,-3
9,0,9,9
1,1,2,0
1,1,2,0
0,1,1,-1
10,0,10,10
6,0,6,6
19,0,19,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11,0,11,11
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
82,0,82,82
1,0,1,1
4,0,4,4
135,0,135,135
0,3,3,-3
0,1,1,-1
23,0,23,23
67,0,67,67
14,0,14,14
203,0,203,203
63,0,63,63
10,0,10,10
26,0,26,26
130,0,130,130
4,0,4,4
890,0,890,890
196,0,196,196
77,0,77,77
916,0,916,916
105,0,105,105
66,58,124,8
12,11,23,1
2,2,4,0
50,54,104,-4
74,48,122,26
28,27,55,1
14,10,24,4
10,10,20,0
71,60,131,11
161,154,315,7
22,28,50,-6
101,87,188,14
26,23,49,3
126,105,231,21
23,25,48,-2
5,8,13,-3
5,4,9,1
3,2,5,1
6,7,13,-1
6,9,15,-3
5,8,13,-3
5,9,14,-4
6,7,13,-1
5,8,13,-3
2,4,6,-2
1,4,5,-3
136,131,267,5
26,25,51,1
8,8,16,0
5,7,12,-2
1,3,4,-2
6,7,13,-1
5,7,12,-2
2,3,5,-1
3,2,5,1
1,0,1,1
2,2,4,0
1,1,2,0
2,2,4,0
29,32,61,-3
5,5,10,0
1,0,1,1
20,0,20,20
4,35,39,-31
5,24,29,-19
1,7,8,-6
53,84,137,-31
2,2,4,0
13,13,26,0
13,13,26,0
4,16,20,-12
3,6,9,-3
56,58,114,-2
8,19,27,-11
16,20,36,-4
15,20,35,-5
49,103,152,-54
120,152,272,-32
31,68,99,-37
42,88,130,-46
11,50,61,-39
183,217,400,-34
10,12,22,-2
39,36,75,3
55,67,122,-12
7,6,13,1
13,49,62,-36
16,22,38,-6
141,154,295,-13
16,33,49,-17
17,12,29,5
8,6,14,2
8,9,17,-1
210,203,413,7
1,3,4,-2
